iter	RMSE
682	0.3110928007
683	0.3102702692
684	0.309567062
685	0.3088175704
686	0.30870334
687	0.3083033276
688	0.3074165648
689	0.3069566226
690	0.3064879641
691	0.3063408855
692	0.3060960729
693	0.3056472985
694	0.3051947908
695	0.3044360703
696	0.3037947208
697	0.3033961147
698	0.3028154565
699	0.3021247588
700	0.3015158184
701	0.3012204127
702	0.3007262545
703	0.3001821782
704	0.2996093023
705	0.2987955092
706	0.2980476302
707	0.2979978384
708	0.2973550419
709	0.296862794
710	0.2960920698
711	0.2955311855
712	0.2954841928
713	0.2954297833
714	0.2947952659
715	0.294471614
716	0.2940026215
717	0.2936566235
718	0.2933144388
719	0.2926346038
720	0.2918305314
721	0.2912326218
722	0.2908965813
723	0.2905968024
724	0.2898519239
725	0.2893689535
726	0.2888890349
727	0.288805753
728	0.2885491182
729	0.2879648709
730	0.2874631984
731	0.287079189
732	0.2863641972
733	0.2863116919
734	0.2856754
735	0.2854478432
736	0.2853962876
737	0.284446251
738	0.2835108228
739	0.2829757965
740	0.2829232562
741	0.28238709
742	0.2814823844
743	0.2811866873
744	0.280641047
745	0.2803714835
746	0.279595768
747	0.2793004531
748	0.2785908415
749	0.2781538586
750	0.2779380824
751	0.2777379658
752	0.2773881345
753	0.2770805224
754	0.2770148183
755	0.2764708592
756	0.2756351518
757	0.2755911254
758	0.2752258793
759	0.2747619242
760	0.2745921575
761	0.2745482707
762	0.2739976321
763	0.2738969259
764	0.2735414601
765	0.2730874229
766	0.2723429759
767	0.2719700178
768	0.2715367476
769	0.2710360686
770	0.2709637673
771	0.2707783554
772	0.269922277
773	0.2695217154
774	0.2691043624
775	0.2688166431
776	0.2681871747
777	0.2676354379
778	0.2673434615
779	0.2673031841
780	0.2667642649
781	0.2658672523
782	0.2653930421
783	0.2652842553
784	0.2647784878
785	0.2641788472
786	0.2635530741
787	0.2631406973
788	0.2630860534
789	0.2624703612
790	0.2619075812
791	0.2615219772
792	0.2609831165
793	0.2608576388
794	0.2608272579
795	0.2603550497
796	0.2599316472
797	0.2598931014
798	0.2593493934
799	0.2590470309
800	0.2585798324
801	0.2579712313
802	0.2575083749
803	0.2568977232
804	0.2567507633
805	0.2565125689
806	0.2560008691
807	0.2554426767
808	0.2548966529
809	0.2545931467
810	0.2540241896
811	0.2535146451
812	0.2529732255
813	0.2523400057
814	0.2520666157
815	0.251631051
816	0.2512408196
817	0.2511308069
818	0.2506041851
819	0.2504673595
820	0.2499681545
821	0.249712185
822	0.249068807
823	0.248863746
824	0.2485184543
825	0.2481953683
826	0.2479950651
827	0.2474993419
828	0.2473270766
829	0.2467521804
830	0.2465818938
831	0.2460929624
832	0.245907201
833	0.2458768961
834	0.2454972712
835	0.2454600508
836	0.245080512
837	0.2448889087
838	0.2448481046
839	0.2444483209
840	0.2441832905
841	0.2438603447
842	0.2438229621
843	0.2435402461
844	0.243005464
845	0.2426064733
846	0.2421161131
847	0.2419390815
848	0.2419144718
849	0.2414450467
850	0.2410984531
851	0.2404457723
852	0.2399864006
853	0.2396747146
854	0.2394625042
855	0.239239927
856	0.2390601243
857	0.2385284688
858	0.2383373619
859	0.2377028966
860	0.2372538878
861	0.2368546529
862	0.2366295849
863	0.2363745239
864	0.2363505224
865	0.235897489
866	0.2358633669
867	0.2353518233
868	0.2353130091
869	0.2348379337
870	0.2347360064
871	0.2343831338
872	0.234058633
873	0.2335253262
874	0.2334252771
875	0.2334009318
876	0.2332072168
877	0.2326876892
878	0.2322903371
879	0.2319455789
880	0.2317235895
881	0.231265989
882	0.2312195454
883	0.2307193626
884	0.2301785133
885	0.2296588132
886	0.2290913149
887	0.2286502162
888	0.2281952626
889	0.2277268725
890	0.2273944105
891	0.2270107108
892	0.2265411817
893	0.2265095999
894	0.2261412413
895	0.2258840409
896	0.2253187165
897	0.2247504682
898	0.2243971567
899	0.224180682
900	0.2236763725
901	0.2232742009
902	0.2230805561
903	0.2227348668
904	0.2224048877
905	0.2223270834
906	0.2221096739
907	0.2215003723
908	0.2212208135
909	0.2210766104
910	0.2205343718
911	0.2202833223
912	0.2197389901
913	0.2195374517
914	0.2192596939
915	0.2189001285
916	0.2188113905
917	0.2184919303
918	0.2183491133
919	0.218319971
920	0.218165243
921	0.217988562
922	0.2177517122
923	0.2171838068
924	0.2167164185
925	0.2162819752
926	0.2157566964
927	0.2155234544
928	0.2153036184
929	0.2146031043
930	0.2142020977
931	0.2138119761
932	0.2134493699
933	0.2132041997
934	0.2127630441
935	0.2125769872
936	0.2121249185
937	0.2120227895
938	0.211798402
939	0.2117826484
940	0.2117078759
941	0.211578181
942	0.211428341
943	0.2112277307
944	0.2110384599
945	0.2109818091
946	0.2104660117
947	0.2100256027
948	0.209458742
949	0.2090859132
950	0.2087981943
951	0.2084626268
952	0.207984073
953	0.2077096429
954	0.2076591253
955	0.2075778679
956	0.2068795017
957	0.2066816127
958	0.2061908309
959	0.2061130265
960	0.2057754114
961	0.2054444044
962	0.2050565561
963	0.2048048558
964	0.2047923411
965	0.2042875152
966	0.2040735484
967	0.2036269166
968	0.2031587387
969	0.2026018519
970	0.2022897474
971	0.2018129363
972	0.2015055439
973	0.2010692526
974	0.2008815583
975	0.2005529163
976	0.2002386834
977	0.2001170324
978	0.1997821734
979	0.1995221273
980	0.1992513431
981	0.1992237623
982	0.1987981132
983	0.1984675255
984	0.1980934298
985	0.197626696
986	0.1973563357
987	0.1972463038
988	0.1967152332
989	0.1966740372
990	0.1966618839
991	0.1964780077
992	0.1960256693
993	0.1958646021
994	0.1952366918
995	0.1946919072
996	0.1942375499
997	0.1939058544
998	0.1936825677
999	0.1936552081
